Fp_img,Bn_img,Date,Type_img,Z_m,Tide,Date_h,Dir_m,Tp_m,Hs_m,bathy,X_Y,Lum_pix,Split,Hs_c,Tp_c,Dir_c,Tide_c
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-07-30-00-000_zplane_1.1_blended_timex.png,biarritz_3_2_1_2017-03-25-07-30-00-000_zplane_1.1_blended_timex.png,2017-03-25 07:30:00,timex,1.1,1.1645,2017-03-25 08,322.5,10.99999975413084,1.179999973624945,2017-03-27,"(70, 70)",150,Test,0.16216216216216228,0.26012965964343593,1.0,0.04436516385188599
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-07-30-00-000_zplane_1.1_blended_snap.png,biarritz_3_2_1_2017-03-25-07-30-00-000_zplane_1.1_blended_snap.png,2017-03-25 07:30:00,snap,1.1,1.1645,2017-03-25 08,322.5,10.99999975413084,1.179999973624945,2017-03-27,"(70, 70)",153,Test,0.16216216216216228,0.26012965964343593,1.0,0.04436516385188599
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-07-45-00-000_zplane_1.1_blended_snap.png,biarritz_3_2_1_2017-03-25-07-45-00-000_zplane_1.1_blended_snap.png,2017-03-25 07:45:00,snap,1.1,1.1612,2017-03-25 08,322.5,10.99999975413084,1.179999973624945,2017-03-27,"(70, 70)",146,Test,0.16216216216216228,0.26012965964343593,1.0,0.043415714820036255
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-07-45-00-000_zplane_1.1_blended_timex.png,biarritz_3_2_1_2017-03-25-07-45-00-000_zplane_1.1_blended_timex.png,2017-03-25 07:45:00,timex,1.1,1.1612,2017-03-25 08,322.5,10.99999975413084,1.179999973624945,2017-03-27,"(70, 70)",147,Test,0.16216216216216228,0.26012965964343593,1.0,0.043415714820036255
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-08-00-00-000_zplane_1.1_blended_timex.png,biarritz_3_2_1_2017-03-25-08-00-00-000_zplane_1.1_blended_timex.png,2017-03-25 08:00:00,timex,1.1,1.187,2017-03-25 09,322.5,11.159999750554562,1.219999972730875,2017-03-27,"(70, 70)",137,Test,0.17760617760617764,0.273095623987034,1.0,0.050838679978133905
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-08-00-00-000_zplane_1.1_blended_snap.png,biarritz_3_2_1_2017-03-25-08-00-00-000_zplane_1.1_blended_snap.png,2017-03-25 08:00:00,snap,1.1,1.187,2017-03-25 09,322.5,11.159999750554562,1.219999972730875,2017-03-27,"(70, 70)",136,Test,0.17760617760617764,0.273095623987034,1.0,0.050838679978133905
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-08-15-00-000_zplane_1.3_blended_timex.png,biarritz_3_2_1_2017-03-25-08-15-00-000_zplane_1.3_blended_timex.png,2017-03-25 08:15:00,timex,1.3,1.2397,2017-03-25 09,322.5,11.159999750554562,1.219999972730875,2017-03-27,"(70, 70)",139,Test,0.17760617760617764,0.273095623987034,1.0,0.06600109330494575
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-08-15-00-000_zplane_1.3_blended_snap.png,biarritz_3_2_1_2017-03-25-08-15-00-000_zplane_1.3_blended_snap.png,2017-03-25 08:15:00,snap,1.3,1.2397,2017-03-25 09,322.5,11.159999750554562,1.219999972730875,2017-03-27,"(70, 70)",145,Test,0.17760617760617764,0.273095623987034,1.0,0.06600109330494575
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-08-30-00-000_zplane_1.3_blended_timex.png,biarritz_3_2_1_2017-03-25-08-30-00-000_zplane_1.3_blended_timex.png,2017-03-25 08:30:00,timex,1.3,1.2913,2017-03-25 09,322.5,11.159999750554562,1.219999972730875,2017-03-27,"(70, 70)",142,Test,0.17760617760617764,0.273095623987034,1.0,0.08084702362114105
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-08-30-00-000_zplane_1.3_blended_snap.png,biarritz_3_2_1_2017-03-25-08-30-00-000_zplane_1.3_blended_snap.png,2017-03-25 08:30:00,snap,1.3,1.2913,2017-03-25 09,322.5,11.159999750554562,1.219999972730875,2017-03-27,"(70, 70)",148,Test,0.17760617760617764,0.273095623987034,1.0,0.08084702362114105
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-08-45-00-000_zplane_1.3_blended_snap.png,biarritz_3_2_1_2017-03-25-08-45-00-000_zplane_1.3_blended_snap.png,2017-03-25 08:45:00,snap,1.3,1.3749,2017-03-25 09,322.5,11.159999750554562,1.219999972730875,2017-03-27,"(70, 70)",139,Test,0.17760617760617764,0.273095623987034,1.0,0.1048997324280001
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-08-45-00-000_zplane_1.3_blended_timex.png,biarritz_3_2_1_2017-03-25-08-45-00-000_zplane_1.3_blended_timex.png,2017-03-25 08:45:00,timex,1.3,1.3749,2017-03-25 09,322.5,11.159999750554562,1.219999972730875,2017-03-27,"(70, 70)",138,Test,0.17760617760617764,0.273095623987034,1.0,0.1048997324280001
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-09-00-00-000_zplane_1.5_blended_snap.png,biarritz_3_2_1_2017-03-25-09-00-00-000_zplane_1.5_blended_snap.png,2017-03-25 09:00:00,snap,1.5,1.4427,2017-03-25 10,322.5,11.099999751895666,1.1899999734014273,2017-03-27,"(70, 70)",154,Test,0.16602316602316602,0.2682333873581847,1.0,0.12440659435509394
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-09-00-00-000_zplane_1.5_blended_timex.png,biarritz_3_2_1_2017-03-25-09-00-00-000_zplane_1.5_blended_timex.png,2017-03-25 09:00:00,timex,1.5,1.4427,2017-03-25 10,322.5,11.099999751895666,1.1899999734014273,2017-03-27,"(70, 70)",143,Test,0.16602316602316602,0.2682333873581847,1.0,0.12440659435509394
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-09-15-00-000_zplane_1.5_blended_timex.png,biarritz_3_2_1_2017-03-25-09-15-00-000_zplane_1.5_blended_timex.png,2017-03-25 09:15:00,timex,1.5,1.5475,2017-03-25 10,322.5,11.099999751895666,1.1899999734014273,2017-03-27,"(70, 70)",144,Test,0.16602316602316602,0.2682333873581847,1.0,0.15455879391201777
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-09-15-00-000_zplane_1.5_blended_snap.png,biarritz_3_2_1_2017-03-25-09-15-00-000_zplane_1.5_blended_snap.png,2017-03-25 09:15:00,snap,1.5,1.5475,2017-03-25 10,322.5,11.099999751895666,1.1899999734014273,2017-03-27,"(70, 70)",146,Test,0.16602316602316602,0.2682333873581847,1.0,0.15455879391201777
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-09-30-00-000_zplane_1.7_blended_timex.png,biarritz_3_2_1_2017-03-25-09-30-00-000_zplane_1.7_blended_timex.png,2017-03-25 09:30:00,timex,1.7,1.6765,2017-03-25 10,322.5,11.099999751895666,1.1899999734014273,2017-03-27,"(70, 70)",142,Test,0.16602316602316602,0.2682333873581847,1.0,0.19167361970250602
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-09-30-00-000_zplane_1.7_blended_snap.png,biarritz_3_2_1_2017-03-25-09-30-00-000_zplane_1.7_blended_snap.png,2017-03-25 09:30:00,snap,1.7,1.6765,2017-03-25 10,322.5,11.099999751895666,1.1899999734014273,2017-03-27,"(70, 70)",137,Test,0.16602316602316602,0.2682333873581847,1.0,0.19167361970250602
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-09-45-00-000_zplane_1.9_blended_snap.png,biarritz_3_2_1_2017-03-25-09-45-00-000_zplane_1.9_blended_snap.png,2017-03-25 09:45:00,snap,1.9,1.8129,2017-03-25 10,322.5,11.099999751895666,1.1899999734014273,2017-03-27,"(70, 70)",148,Test,0.16602316602316602,0.2682333873581847,1.0,0.23091751301896019
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-09-45-00-000_zplane_1.9_blended_timex.png,biarritz_3_2_1_2017-03-25-09-45-00-000_zplane_1.9_blended_timex.png,2017-03-25 09:45:00,timex,1.9,1.8129,2017-03-25 10,322.5,11.099999751895666,1.1899999734014273,2017-03-27,"(70, 70)",140,Test,0.16602316602316602,0.2682333873581847,1.0,0.23091751301896019
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-10-00-00-000_zplane_1.9_blended_snap.png,biarritz_3_2_1_2017-03-25-10-00-00-000_zplane_1.9_blended_snap.png,2017-03-25 10:00:00,snap,1.9,1.9739,2017-03-25 11,322.5,11.109999751672149,1.1899999734014273,2017-03-27,"(70, 70)",153,Test,0.16602316602316602,0.2690437601296596,1.0,0.27723911730011225
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-10-00-00-000_zplane_1.9_blended_timex.png,biarritz_3_2_1_2017-03-25-10-00-00-000_zplane_1.9_blended_timex.png,2017-03-25 10:00:00,timex,1.9,1.9739,2017-03-25 11,322.5,11.109999751672149,1.1899999734014273,2017-03-27,"(70, 70)",154,Test,0.16602316602316602,0.2690437601296596,1.0,0.27723911730011225
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-10-15-00-000_zplane_2.1_blended_snap.png,biarritz_3_2_1_2017-03-25-10-15-00-000_zplane_2.1_blended_snap.png,2017-03-25 10:15:00,snap,2.1,2.1179,2017-03-25 11,322.5,11.109999751672149,1.1899999734014273,2017-03-27,"(70, 70)",157,Test,0.16602316602316602,0.2690437601296596,1.0,0.31866962050809916
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-10-15-00-000_zplane_2.1_blended_timex.png,biarritz_3_2_1_2017-03-25-10-15-00-000_zplane_2.1_blended_timex.png,2017-03-25 10:15:00,timex,2.1,2.1179,2017-03-25 11,322.5,11.109999751672149,1.1899999734014273,2017-03-27,"(70, 70)",152,Test,0.16602316602316602,0.2690437601296596,1.0,0.31866962050809916
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-10-30-00-000_zplane_2.3_blended_timex.png,biarritz_3_2_1_2017-03-25-10-30-00-000_zplane_2.3_blended_timex.png,2017-03-25 10:30:00,timex,2.3,2.2811,2017-03-25 11,322.5,11.109999751672149,1.1899999734014273,2017-03-27,"(70, 70)",159,Test,0.16602316602316602,0.2690437601296596,1.0,0.3656241908104842
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-10-30-00-000_zplane_2.3_blended_snap.png,biarritz_3_2_1_2017-03-25-10-30-00-000_zplane_2.3_blended_snap.png,2017-03-25 10:30:00,snap,2.3,2.2811,2017-03-25 11,322.5,11.109999751672149,1.1899999734014273,2017-03-27,"(70, 70)",155,Test,0.16602316602316602,0.2690437601296596,1.0,0.3656241908104842
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-10-45-00-000_zplane_2.5_blended_timex.png,biarritz_3_2_1_2017-03-25-10-45-00-000_zplane_2.5_blended_timex.png,2017-03-25 10:45:00,timex,2.5,2.443,2017-03-25 11,322.5,11.109999751672149,1.1899999734014273,2017-03-27,"(70, 70)",163,Test,0.16602316602316602,0.2690437601296596,1.0,0.4122047357366862
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-10-45-00-000_zplane_2.5_blended_snap.png,biarritz_3_2_1_2017-03-25-10-45-00-000_zplane_2.5_blended_snap.png,2017-03-25 10:45:00,snap,2.5,2.443,2017-03-25 11,322.5,11.109999751672149,1.1899999734014273,2017-03-27,"(70, 70)",150,Test,0.16602316602316602,0.2690437601296596,1.0,0.4122047357366862
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-07-00-00-000_zplane_1.5_blended_timex.png,biarritz_3_2_1_2017-03-27-07-00-00-000_zplane_1.5_blended_timex.png,2017-03-27 07:00:00,timex,1.5,1.535,2017-03-27 08,307.5,12.179999727755783,0.8499999810010195,2017-03-27,"(70, 70)",180,Test,0.03474903474903479,0.35575364667747145,0.666666666666667,0.15096239606410217
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-07-00-00-000_zplane_1.5_blended_snap.png,biarritz_3_2_1_2017-03-27-07-00-00-000_zplane_1.5_blended_snap.png,2017-03-27 07:00:00,snap,1.5,1.535,2017-03-27 08,307.5,12.179999727755783,0.8499999810010195,2017-03-27,"(70, 70)",149,Test,0.03474903474903479,0.35575364667747145,0.666666666666667,0.15096239606410217
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-07-15-00-000_zplane_1.3_blended_timex.png,biarritz_3_2_1_2017-03-27-07-15-00-000_zplane_1.3_blended_timex.png,2017-03-27 07:15:00,timex,1.3,1.3375,2017-03-27 08,307.5,12.179999727755783,0.8499999810010195,2017-03-27,"(70, 70)",167,Test,0.03474903474903479,0.35575364667747145,0.666666666666667,0.0941393100670368
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-07-15-00-000_zplane_1.3_blended_snap.png,biarritz_3_2_1_2017-03-27-07-15-00-000_zplane_1.3_blended_snap.png,2017-03-27 07:15:00,snap,1.3,1.3375,2017-03-27 08,307.5,12.179999727755783,0.8499999810010195,2017-03-27,"(70, 70)",170,Test,0.03474903474903479,0.35575364667747145,0.666666666666667,0.0941393100670368
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-07-30-00-000_zplane_1.1_blended_timex.png,biarritz_3_2_1_2017-03-27-07-30-00-000_zplane_1.1_blended_timex.png,2017-03-27 07:30:00,timex,1.1,1.1479,2017-03-27 08,307.5,12.179999727755783,0.8499999810010195,2017-03-27,"(70, 70)",163,Test,0.03474903474903479,0.35575364667747145,0.666666666666667,0.039589147509854095
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-07-30-00-000_zplane_1.1_blended_snap.png,biarritz_3_2_1_2017-03-27-07-30-00-000_zplane_1.1_blended_snap.png,2017-03-27 07:30:00,snap,1.1,1.1479,2017-03-27 08,307.5,12.179999727755783,0.8499999810010195,2017-03-27,"(70, 70)",160,Test,0.03474903474903479,0.35575364667747145,0.666666666666667,0.039589147509854095
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-10-30-00-000_zplane_1.1_blended_timex.png,biarritz_3_2_1_2017-03-27-10-30-00-000_zplane_1.1_blended_timex.png,2017-03-27 10:30:00,timex,1.1,1.0503,2017-03-27 11,307.5,12.039999730885029,0.8199999816715717,2017-03-27,"(70, 70)",133,Test,0.023166023166023175,0.34440842787682324,0.666666666666667,0.011508473113329698
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-10-30-00-000_zplane_1.1_blended_snap.png,biarritz_3_2_1_2017-03-27-10-30-00-000_zplane_1.1_blended_snap.png,2017-03-27 10:30:00,snap,1.1,1.0503,2017-03-27 11,307.5,12.039999730885029,0.8199999816715717,2017-03-27,"(70, 70)",134,Test,0.023166023166023175,0.34440842787682324,0.666666666666667,0.011508473113329698
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-10-45-00-000_zplane_1.3_blended_timex.png,biarritz_3_2_1_2017-03-27-10-45-00-000_zplane_1.3_blended_timex.png,2017-03-27 10:45:00,timex,1.3,1.2278,2017-03-27 11,307.5,12.039999730885029,0.8199999816715717,2017-03-27,"(70, 70)",134,Test,0.023166023166023175,0.34440842787682324,0.666666666666667,0.06257732255373016
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-10-45-00-000_zplane_1.3_blended_snap.png,biarritz_3_2_1_2017-03-27-10-45-00-000_zplane_1.3_blended_snap.png,2017-03-27 10:45:00,snap,1.3,1.2278,2017-03-27 11,307.5,12.039999730885029,0.8199999816715717,2017-03-27,"(70, 70)",131,Test,0.023166023166023175,0.34440842787682324,0.666666666666667,0.06257732255373016
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-11-00-00-000_zplane_1.5_blended_timex.png,biarritz_3_2_1_2017-03-27-11-00-00-000_zplane_1.5_blended_timex.png,2017-03-27 11:00:00,timex,1.5,1.424,2017-03-27 12,307.5,12.029999731108546,0.8199999816715717,2017-03-27,"(70, 70)",140,Test,0.023166023166023175,0.34359805510534835,0.666666666666667,0.11902638317461228
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-11-00-00-000_zplane_1.5_blended_snap.png,biarritz_3_2_1_2017-03-27-11-00-00-000_zplane_1.5_blended_snap.png,2017-03-27 11:00:00,snap,1.5,1.424,2017-03-27 12,307.5,12.029999731108546,0.8199999816715717,2017-03-27,"(70, 70)",140,Test,0.023166023166023175,0.34359805510534835,0.666666666666667,0.11902638317461228
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-11-15-00-000_zplane_1.7_blended_timex.png,biarritz_3_2_1_2017-03-27-11-15-00-000_zplane_1.7_blended_timex.png,2017-03-27 11:15:00,timex,1.7,1.6427,2017-03-27 12,307.5,12.029999731108546,0.8199999816715717,2017-03-27,"(70, 70)",149,Test,0.023166023166023175,0.34359805510534835,0.666666666666667,0.18194895992174237
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-11-15-00-000_zplane_1.7_blended_snap.png,biarritz_3_2_1_2017-03-27-11-15-00-000_zplane_1.7_blended_snap.png,2017-03-27 11:15:00,snap,1.7,1.6427,2017-03-27 12,307.5,12.029999731108546,0.8199999816715717,2017-03-27,"(70, 70)",155,Test,0.023166023166023175,0.34359805510534835,0.666666666666667,0.18194895992174237
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-11-30-00-000_zplane_1.9_blended_snap.png,biarritz_3_2_1_2017-03-27-11-30-00-000_zplane_1.9_blended_snap.png,2017-03-27 11:30:00,snap,1.9,1.8773,2017-03-27 12,307.5,12.029999731108546,0.8199999816715717,2017-03-27,"(70, 70)",144,Test,0.023166023166023175,0.34359805510534835,0.666666666666667,0.249446154731421
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-11-30-00-000_zplane_1.9_blended_timex.png,biarritz_3_2_1_2017-03-27-11-30-00-000_zplane_1.9_blended_timex.png,2017-03-27 11:30:00,timex,1.9,1.8773,2017-03-27 12,307.5,12.029999731108546,0.8199999816715717,2017-03-27,"(70, 70)",142,Test,0.023166023166023175,0.34359805510534835,0.666666666666667,0.249446154731421
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-11-45-00-000_zplane_2.1_blended_timex.png,biarritz_3_2_1_2017-03-27-11-45-00-000_zplane_2.1_blended_timex.png,2017-03-27 11:45:00,timex,2.1,2.1033,2017-03-27 12,307.5,12.029999731108546,0.8199999816715717,2017-03-27,"(70, 70)",152,Test,0.023166023166023175,0.34359805510534835,0.666666666666667,0.31446902782173375
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-11-45-00-000_zplane_2.1_blended_snap.png,biarritz_3_2_1_2017-03-27-11-45-00-000_zplane_2.1_blended_snap.png,2017-03-27 11:45:00,snap,2.1,2.1033,2017-03-27 12,307.5,12.029999731108546,0.8199999816715717,2017-03-27,"(70, 70)",155,Test,0.023166023166023175,0.34359805510534835,0.666666666666667,0.31446902782173375
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-12-00-00-000_zplane_2.3_blended_timex.png,biarritz_3_2_1_2017-03-27-12-00-00-000_zplane_2.3_blended_timex.png,2017-03-27 12:00:00,timex,2.3,2.3225,2017-03-27 13,307.5,12.029999731108546,0.7999999821186066,2017-03-27,"(70, 70)",147,Test,0.015444015444015469,0.34359805510534835,0.666666666666667,0.37753546048278036
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-12-00-00-000_zplane_2.3_blended_snap.png,biarritz_3_2_1_2017-03-27-12-00-00-000_zplane_2.3_blended_snap.png,2017-03-27 12:00:00,snap,2.3,2.3225,2017-03-27 13,307.5,12.029999731108546,0.7999999821186066,2017-03-27,"(70, 70)",155,Test,0.015444015444015469,0.34359805510534835,0.666666666666667,0.37753546048278036
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-06-45-00-000_zplane_2.3_blended_snap.png,biarritz_3_2_1_2017-03-28-06-45-00-000_zplane_2.3_blended_snap.png,2017-03-28 06:45:00,snap,2.3,2.3019,2017-03-28 07,307.5,13.3199997022748,0.8599999807775021,2017-03-27,"(70, 70)",144,Test,0.038610038610038644,0.44813614262560775,0.666666666666667,0.37160859682941555
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-06-45-00-000_zplane_2.3_blended_timex.png,biarritz_3_2_1_2017-03-28-06-45-00-000_zplane_2.3_blended_timex.png,2017-03-28 06:45:00,timex,2.3,2.3019,2017-03-28 07,307.5,13.3199997022748,0.8599999807775021,2017-03-27,"(70, 70)",141,Test,0.038610038610038644,0.44813614262560775,0.666666666666667,0.37160859682941555
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-07-00-00-000_zplane_2.1_blended_timex.png,biarritz_3_2_1_2017-03-28-07-00-00-000_zplane_2.1_blended_timex.png,2017-03-28 07:00:00,timex,2.1,2.0209,2017-03-28 08,292.5,13.309999702498317,0.8799999803304672,2017-03-27,"(70, 70)",138,Test,0.04633204633204635,0.44732576985413275,0.33333333333333304,0.2907615732082746
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-07-00-00-000_zplane_2.1_blended_snap.png,biarritz_3_2_1_2017-03-28-07-00-00-000_zplane_2.1_blended_snap.png,2017-03-28 07:00:00,snap,2.1,2.0209,2017-03-28 08,292.5,13.309999702498317,0.8799999803304672,2017-03-27,"(70, 70)",141,Test,0.04633204633204635,0.44732576985413275,0.33333333333333304,0.2907615732082746
