Fp_img,Bn_img,Date,Type_img,Z_m,Tide,Date_h,Dir_m,Tp_m,Hs_m,bathy,X_Y,Lum_pix
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-14-15-00-000_zplane_3.3_blended_timex.png,biarritz_3_2_1_2017-03-29-14-15-00-000_zplane_3.3_blended_timex.png,2017-03-29 14:15:00,timex,3.3,3.2449,2017-03-29 15,277.5,18.78999958001077,1.1599999740719795,2017-03-27,"(70, 70)",119
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-02-12-45-00-000_zplane_0.7_R_blended_snap.png,biarritz_3_2_1_2021-03-02-12-45-00-000_zplane_0.7_R_blended_snap.png,2021-03-02 12:45:00,snap,0.7,0.645,2021-03-02 13,292.5,13.079999707639216,1.0799999758601189,2021-03-03,"(70, 70)",163
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-12-30-00-000_zplane_2.1_blended_snap.png,biarritz_3_2_1_2017-03-28-12-30-00-000_zplane_2.1_blended_snap.png,2017-03-28 12:30:00,snap,2.1,2.0506,2017-03-28 13,292.5,13.12999970652163,0.9999999776482582,2017-03-27,"(70, 70)",135
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-19-11-15-00-000_zplane_3.5_R_blended_snap.png,biarritz_3_2_1_2021-06-19-11-15-00-000_zplane_3.5_R_blended_snap.png,2021-06-19 11:15:00,snap,3.5,3.5833,2021-06-19 12,307.5,9.67999978363514,1.459999967366457,2021-06-21,"(80, 100)",174
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-15-00-00-000_zplane_3.1_R_blended_timex.png,biarritz_3_2_1_2018-01-28-15-00-00-000_zplane_3.1_R_blended_timex.png,2018-01-28 15:00:00,timex,3.1,3.09,2018-01-28 16,307.5,12.42999972216785,1.7899999599903822,2018-01-31,"(70, 70)",135
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-14-00-00-000_zplane_3.5_R_blended_timex.png,biarritz_3_2_1_2018-01-28-14-00-00-000_zplane_3.5_R_blended_timex.png,2018-01-28 14:00:00,timex,3.5,3.59,2018-01-28 15,307.5,12.249999726191165,1.699999962002039,2018-01-31,"(70, 70)",148
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-11-15-00-000_zplane_3.5_R_blended_timex.png,biarritz_3_2_1_2018-01-28-11-15-00-000_zplane_3.5_R_blended_timex.png,2018-01-28 11:15:00,timex,3.5,3.44,2018-01-28 12,307.5,10.83999975770712,1.499999966472387,2018-01-31,"(70, 70)",144
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-04-08-00-00-000_zplane_4.1_R_blended_timex.png,biarritz_3_2_1_2021-03-04-08-00-00-000_zplane_4.1_R_blended_timex.png,2021-03-04 08:00:00,timex,4.1,4.1087,2021-03-04 09,292.5,11.45999974384904,0.9399999789893628,2021-03-03,"(70, 70)",177
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-29-08-45-00-000_zplane_1.3_R_blended_timex.png,biarritz_3_2_1_2018-01-29-08-45-00-000_zplane_1.3_R_blended_timex.png,2018-01-29 08:45:00,timex,1.3,1.21,2018-01-29 09,307.5,12.81999971345067,1.959999956190586,2018-01-31,"(70, 70)",112
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-11-00-00-000_zplane_3.3_R_blended_timex.png,biarritz_3_2_1_2018-01-28-11-00-00-000_zplane_3.3_R_blended_timex.png,2018-01-28 11:00:00,timex,3.3,3.33,2018-01-28 12,307.5,10.83999975770712,1.499999966472387,2018-01-31,"(70, 70)",148
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-11-00-00-000_zplane_0.5_blended_snap.png,biarritz_3_2_1_2017-03-28-11-00-00-000_zplane_0.5_blended_snap.png,2017-03-28 11:00:00,snap,0.5,0.5895,2017-03-28 12,292.5,13.149999706074595,0.979999978095293,2017-03-27,"(70, 70)",140
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-13-15-01-000_zplane_2.9_blended_timex.png,biarritz_3_2_1_2017-03-28-13-15-01-000_zplane_2.9_blended_timex.png,2017-03-28 13:15:00,timex,2.9,2.8015,2017-03-28 14,292.5,13.039999708533289,1.0099999774247408,2017-03-27,"(70, 70)",123
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-08-45-00-000_zplane_1.3_blended_timex.png,biarritz_3_2_1_2017-03-25-08-45-00-000_zplane_1.3_blended_timex.png,2017-03-25 08:45:00,timex,1.3,1.3749,2017-03-25 09,322.5,11.159999750554562,1.219999972730875,2017-03-27,"(70, 70)",138
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-11-15-00-000_zplane_1.7_blended_snap.png,biarritz_3_2_1_2017-03-27-11-15-00-000_zplane_1.7_blended_snap.png,2017-03-27 11:15:00,snap,1.7,1.6427,2017-03-27 12,307.5,12.029999731108546,0.8199999816715717,2017-03-27,"(70, 70)",155
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-17-45-00-000_zplane_4.1_blended_snap.png,biarritz_3_2_1_2017-03-29-17-45-00-000_zplane_4.1_blended_snap.png,2017-03-29 17:45:00,snap,4.1,4.0876,2017-03-29 18,277.5,17.81999960169196,1.4299999680370092,2017-03-27,"(70, 70)",160
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-03-07-45-00-000_zplane_3.9_R_blended_snap.png,biarritz_3_2_1_2021-03-03-07-45-00-000_zplane_3.9_R_blended_snap.png,2021-03-03 07:45:00,snap,3.9,3.9637,2021-03-03 08,292.5,13.419999700039623,1.2799999713897705,2021-03-03,"(70, 70)",158
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-13-45-00-000_zplane_2.7_blended_timex.png,biarritz_3_2_1_2017-03-29-13-45-00-000_zplane_2.7_blended_timex.png,2017-03-29 13:45:00,timex,2.7,2.737,2017-03-29 14,277.5,18.89999957755208,1.0699999760836365,2017-03-27,"(70, 70)",126
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-02-10-00-00-000_zplane_1.3_R_blended_snap.png,biarritz_3_2_1_2021-03-02-10-00-00-000_zplane_1.3_R_blended_snap.png,2021-03-02 10:00:00,snap,1.3,1.209,2021-03-02 11,292.5,13.00999970920384,1.0499999765306711,2021-03-03,"(70, 70)",151
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-09-15-00-000_zplane_2.3_R_blended_timex.png,biarritz_3_2_1_2018-01-28-09-15-00-000_zplane_2.3_R_blended_timex.png,2018-01-28 09:15:00,timex,2.3,2.28,2018-01-28 10,307.5,10.64999976195395,1.4299999680370092,2018-01-31,"(70, 70)",105
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-01-13-00-00-000_zplane_1.1_R_blended_timex.png,biarritz_3_2_1_2021-03-01-13-00-00-000_zplane_1.1_R_blended_timex.png,2021-03-01 13:00:00,timex,1.1,1.1307,2021-03-01 14,292.5,15.079999662935734,1.3099999707192185,2021-03-03,"(70, 70)",147
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-03-07-30-00-000_zplane_4.1_R_blended_snap.png,biarritz_3_2_1_2021-03-03-07-30-00-000_zplane_4.1_R_blended_snap.png,2021-03-03 07:30:00,snap,4.1,4.1105,2021-03-03 08,292.5,13.419999700039623,1.2799999713897705,2021-03-03,"(70, 70)",167
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-08-45-00-000_zplane_1.3_blended_snap.png,biarritz_3_2_1_2017-03-25-08-45-00-000_zplane_1.3_blended_snap.png,2017-03-25 08:45:00,snap,1.3,1.3749,2017-03-25 09,322.5,11.159999750554562,1.219999972730875,2017-03-27,"(70, 70)",139
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-01-08-00-00-000_zplane_2.5_R_blended_snap.png,biarritz_3_2_1_2021-03-01-08-00-00-000_zplane_2.5_R_blended_snap.png,2021-03-01 08:00:00,snap,2.5,2.5757,2021-03-01 09,292.5,14.09999968484044,1.2799999713897705,2021-03-03,"(70, 70)",145
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-03-18-00-00-000_zplane_4.1_R_blended_snap.png,biarritz_3_2_1_2021-03-03-18-00-00-000_zplane_4.1_R_blended_snap.png,2021-03-03 18:00:00,snap,4.1,4.1502,2021-03-03 19,291.8,12.019999731332064,1.169999973848462,2021-03-03,"(70, 70)",132
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-12-00-00-000_zplane_0.9_blended_snap.png,biarritz_3_2_1_2017-03-29-12-00-00-000_zplane_0.9_blended_snap.png,2017-03-29 12:00:00,snap,0.9,0.819,2017-03-29 13,277.5,18.8899995777756,0.9899999778717756,2017-03-27,"(70, 70)",142
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-19-11-00-00-000_zplane_3.7_R_blended_snap.png,biarritz_3_2_1_2021-06-19-11-00-00-000_zplane_3.7_R_blended_snap.png,2021-06-19 11:00:00,snap,3.7,3.6139,2021-06-19 12,307.5,9.67999978363514,1.459999967366457,2021-06-21,"(80, 100)",141
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-04-14-45-00-000_zplane_1.3_R_blended_snap.png,biarritz_3_2_1_2021-03-04-14-45-00-000_zplane_1.3_R_blended_snap.png,2021-03-04 14:45:00,snap,1.3,1.3502,2021-03-04 15,292.5,10.799999758601189,0.8499999810010195,2021-03-03,"(70, 70)",164
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-30-15-15-00-000_zplane_4.1_R_blended_timex.png,biarritz_3_2_1_2018-01-30-15-15-00-000_zplane_4.1_R_blended_timex.png,2018-01-30 15:15:00,timex,4.1,4.17,2018-01-30 16,307.5,12.889999711886048,1.8299999590963123,2018-01-31,"(70, 70)",151
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-01-15-45-00-000_zplane_3.9_R_blended_snap.png,biarritz_3_2_1_2021-03-01-15-45-00-000_zplane_3.9_R_blended_snap.png,2021-03-01 15:45:00,snap,3.9,3.8762,2021-03-01 16,292.5,15.479999653995035,1.2999999709427357,2021-03-03,"(70, 70)",189
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-29-07-15-00-000_zplane_0.9_R_blended_snap.png,biarritz_3_2_1_2018-01-29-07-15-00-000_zplane_0.9_R_blended_snap.png,2018-01-29 07:15:00,snap,0.9,0.94,2018-01-29 08,307.5,12.709999715909362,1.9799999557435517,2018-01-31,"(70, 70)",139
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-04-13-45-00-000_zplane_0.9_R_blended_snap.png,biarritz_3_2_1_2021-03-04-13-45-00-000_zplane_0.9_R_blended_snap.png,2021-03-04 13:45:00,snap,0.9,0.9052,2021-03-04 14,292.5,10.889999756589532,0.8699999805539846,2021-03-03,"(70, 70)",164
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-16-45-00-000_zplane_4.1_blended_timex.png,biarritz_3_2_1_2017-03-28-16-45-00-000_zplane_4.1_blended_timex.png,2017-03-28 16:45:00,timex,4.1,4.1664,2017-03-28 17,292.5,12.77999971434474,1.0399999767541883,2017-03-27,"(70, 70)",152
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-29-12-00-00-000_zplane_3.5_R_blended_timex.png,biarritz_3_2_1_2018-01-29-12-00-00-000_zplane_3.5_R_blended_timex.png,2018-01-29 12:00:00,timex,3.5,3.44,2018-01-29 13,307.5,12.899999711662533,1.959999956190586,2018-01-31,"(70, 70)",123
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-19-11-45-00-000_zplane_3.5_R_blended_timex.png,biarritz_3_2_1_2021-06-19-11-45-00-000_zplane_3.5_R_blended_timex.png,2021-06-19 11:45:00,timex,3.5,3.457,2021-06-19 12,307.5,9.67999978363514,1.459999967366457,2021-06-21,"(80, 100)",144
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-06-45-00-000_zplane_2.3_blended_timex.png,biarritz_3_2_1_2017-03-28-06-45-00-000_zplane_2.3_blended_timex.png,2017-03-28 06:45:00,timex,2.3,2.3019,2017-03-28 07,307.5,13.3199997022748,0.8599999807775021,2017-03-27,"(70, 70)",141
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-29-09-00-00-000_zplane_1.3_R_blended_timex.png,biarritz_3_2_1_2018-01-29-09-00-00-000_zplane_1.3_R_blended_timex.png,2018-01-29 09:00:00,timex,1.3,1.34,2018-01-29 10,307.5,12.81999971345067,1.959999956190586,2018-01-31,"(70, 70)",105
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-19-15-30-00-000_zplane_1.7_R_blended_snap.png,biarritz_3_2_1_2021-06-19-15-30-00-000_zplane_1.7_R_blended_snap.png,2021-06-19 15:30:00,snap,1.7,1.6814,2021-06-19 16,307.5,9.049999797716737,1.3999999687075615,2021-06-21,"(80, 100)",170
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-14-45-00-000_zplane_3.3_R_blended_snap.png,biarritz_3_2_1_2018-01-28-14-45-00-000_zplane_3.3_R_blended_snap.png,2018-01-28 14:45:00,snap,3.3,3.24,2018-01-28 15,307.5,12.249999726191165,1.699999962002039,2018-01-31,"(70, 70)",166
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-04-14-00-00-000_zplane_0.9_R_blended_snap.png,biarritz_3_2_1_2021-03-04-14-00-00-000_zplane_0.9_R_blended_snap.png,2021-03-04 14:00:00,snap,0.9,0.9758,2021-03-04 15,292.5,10.799999758601189,0.8499999810010195,2021-03-03,"(70, 70)",165
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-31-10-30-00-000_zplane_0.7_R_blended_snap.png,biarritz_3_2_1_2018-01-31-10-30-00-000_zplane_0.7_R_blended_snap.png,2018-01-31 10:30:00,snap,0.7,0.78,2018-01-31 11,307.5,11.599999740719795,1.4699999671429396,2018-01-31,"(70, 70)",150
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-08-30-01-000_zplane_0.7_blended_timex.png,biarritz_3_2_1_2017-03-27-08-30-01-000_zplane_0.7_blended_timex.png,2017-03-27 08:30:00,timex,0.7,0.7376,2017-03-27 09,307.5,12.099999729543924,0.8399999812245369,2017-03-27,"(70, 70)",135
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-20-14-00-00-000_zplane_3.1_R_blended_timex.png,biarritz_3_2_1_2021-06-20-14-00-00-000_zplane_3.1_R_blended_timex.png,2021-06-20 14:00:00,timex,3.1,3.0031,2021-06-20 15,307.5,12.729999715462329,1.0099999774247408,2021-06-21,"(80, 100)",134
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-19-08-00-00-000_zplane_2.9_R_blended_snap.png,biarritz_3_2_1_2021-06-19-08-00-00-000_zplane_2.9_R_blended_snap.png,2021-06-19 08:00:00,snap,2.9,2.9347,2021-06-19 09,307.5,10.14999977312982,1.4899999666959047,2021-06-21,"(80, 100)",123
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-09-15-00-000_zplane_0.7_blended_timex.png,biarritz_3_2_1_2017-03-28-09-15-00-000_zplane_0.7_blended_timex.png,2017-03-28 09:15:00,timex,0.7,0.6363,2017-03-28 10,292.5,13.24999970383942,0.9199999794363976,2017-03-27,"(70, 70)",124
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-10-15-00-000_zplane_0.5_blended_snap.png,biarritz_3_2_1_2017-03-29-10-15-00-000_zplane_0.5_blended_snap.png,2017-03-29 10:15:00,snap,0.5,0.5126,2017-03-29 11,277.5,18.529999585822225,0.8999999798834324,2017-03-27,"(70, 70)",141
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-05-13-00-00-000_zplane_1.3_R_blended_snap.png,biarritz_3_2_1_2021-03-05-13-00-00-000_zplane_1.3_R_blended_snap.png,2021-03-05 13:00:00,snap,1.3,1.3997,2021-03-05 14,292.5,14.199999682605268,1.0099999774247408,2021-03-03,"(70, 70)",171
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-04-08-30-00-000_zplane_3.9_R_blended_timex.png,biarritz_3_2_1_2021-03-04-08-30-00-000_zplane_3.9_R_blended_timex.png,2021-03-04 08:30:00,timex,3.9,3.8827,2021-03-04 09,292.5,11.45999974384904,0.9399999789893628,2021-03-03,"(70, 70)",176
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-01-09-15-00-000_zplane_1.3_R_blended_snap.png,biarritz_3_2_1_2021-03-01-09-15-00-000_zplane_1.3_R_blended_snap.png,2021-03-01 09:15:00,snap,1.3,1.2505,2021-03-01 10,292.5,14.16999968327582,1.2799999713897705,2021-03-03,"(70, 70)",156
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-03-06-30-00-000_zplane_4.5_R_blended_snap.png,biarritz_3_2_1_2021-03-03-06-30-00-000_zplane_4.5_R_blended_snap.png,2021-03-03 06:30:00,snap,4.5,4.462,2021-03-03 07,291.8,13.519999697804453,1.289999971166253,2021-03-03,"(70, 70)",184
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-02-10-15-00-000_zplane_1.1_R_blended_timex.png,biarritz_3_2_1_2021-03-02-10-15-00-000_zplane_1.1_R_blended_timex.png,2021-03-02 10:15:00,timex,1.1,1.0385,2021-03-02 11,292.5,13.00999970920384,1.0499999765306711,2021-03-03,"(70, 70)",141
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-29-10-30-00-000_zplane_2.3_R_blended_snap.png,biarritz_3_2_1_2018-01-29-10-30-00-000_zplane_2.3_R_blended_snap.png,2018-01-29 10:30:00,snap,2.3,2.37,2018-01-29 11,307.5,12.879999712109566,1.959999956190586,2018-01-31,"(70, 70)",123
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-10-15-00-000_zplane_0.5_blended_timex.png,biarritz_3_2_1_2017-03-28-10-15-00-000_zplane_0.5_blended_timex.png,2017-03-28 10:15:00,timex,0.5,0.4612,2017-03-28 11,292.5,13.209999704733493,0.9499999787658452,2017-03-27,"(70, 70)",138
